# CVS $Revision: 13015 $ $Author: amaitland $ -- Mon Sep 20 19:52:40 2010 -- reformated by prettylst.pl v1.39 (build 11455)
SOURCELONG:Ultimate Magic Playtest, Round 1	SOURCESHORT:PFUMP1	SOURCEWEB:http://paizo.com/store/downloads/pathfinder/pathfinderRPG/v5748btpy8gte	SOURCEDATE:2010-09
# Original Entry by: Stefan Radermacher

# 0-Level Magus Spells
# Spell Name			Classes of caster
Acid Splash.MOD			CLASSES:Magus=0
Arcane Mark.MOD			CLASSES:Magus=0
Dancing Lights.MOD		CLASSES:Magus=0
Daze.MOD				CLASSES:Magus=0
Detect Magic.MOD			CLASSES:Magus=0
Flare.MOD				CLASSES:Magus=0
Ghost Sound.MOD			CLASSES:Magus=0
Light.MOD				CLASSES:Magus=0
Mage Hand.MOD			CLASSES:Magus=0
Open/Close.MOD			CLASSES:Magus=0
Prestidigitation.MOD		CLASSES:Magus=0
Ray of Frost.MOD			CLASSES:Magus=0
Read Magic.MOD			CLASSES:Magus=0
Spark.MOD				CLASSES:Magus=0

# 1st-Level Magus Spells
Burning Hands.MOD			CLASSES:Magus=1
Color Spray.MOD			CLASSES:Magus=1
Enlarge Person.MOD		CLASSES:Magus=1
Expeditious Retreat.MOD		CLASSES:Magus=1
Feather Fall.MOD			CLASSES:Magus=1
Flare Burst.MOD			CLASSES:Magus=1
Floating Disk.MOD			CLASSES:Magus=1
Grease.MOD				CLASSES:Magus=1
Hydraulic Push.MOD		CLASSES:Magus=1
Jump.MOD				CLASSES:Magus=1
Magic Missile.MOD			CLASSES:Magus=1
Magic Weapon.MOD			CLASSES:Magus=1
Mount.MOD				CLASSES:Magus=1
Obscuring Mist.MOD		CLASSES:Magus=1
Reduce Person.MOD			CLASSES:Magus=1
Shield.MOD				CLASSES:Magus=1
Shocking Grasp.MOD		CLASSES:Magus=1
Silent Image.MOD			CLASSES:Magus=1
Stone Fist.MOD			CLASSES:Magus=1
True Strike.MOD			CLASSES:Magus=1
Unseen Servant.MOD		CLASSES:Magus=1

# 2nd-Level Magus Spells
Acid Arrow.MOD			CLASSES:Magus=2
Alter Self.MOD			CLASSES:Magus=2
Bear's Endurance.MOD		CLASSES:Magus=2
Blur.MOD				CLASSES:Magus=2
Bull's Strength.MOD		CLASSES:Magus=2
Burning Gaze.MOD			CLASSES:Magus=2
Cat's Grace.MOD			CLASSES:Magus=2
Darkness.MOD			CLASSES:Magus=2
Elemental Touch.MOD		CLASSES:Magus=2
Fire Breath.MOD			CLASSES:Magus=2
Flaming Sphere.MOD		CLASSES:Magus=2
Fog Cloud.MOD			CLASSES:Magus=2
Glitterdust.MOD			CLASSES:Magus=2
Gust of Wind.MOD			CLASSES:Magus=2
Invisibility.MOD			CLASSES:Magus=2
Levitate.MOD			CLASSES:Magus=2
Minor Image.MOD			CLASSES:Magus=2
Mirror Image.MOD			CLASSES:Magus=2
Pyrotechnics.MOD			CLASSES:Magus=2
Scorching Ray.MOD			CLASSES:Magus=2
Shatter.MOD				CLASSES:Magus=2
Spider Climb.MOD			CLASSES:Magus=2
Stone Call.MOD			CLASSES:Magus=2
Web.MOD				CLASSES:Magus=2

# 3rd-Level Magus Spells
Aqueous Orb.MOD			CLASSES:Magus=3
Arcane Sight.MOD			CLASSES:Magus=3
Beast Shape I.MOD			CLASSES:Magus=3
Cloak of Winds.MOD		CLASSES:Magus=3
Daylight.MOD			CLASSES:Magus=3
Dispel Magic.MOD			CLASSES:Magus=3
Displacement.MOD			CLASSES:Magus=3
Elemental Aura.MOD		CLASSES:Magus=3
Fireball.MOD			CLASSES:Magus=3
Flame Arrow.MOD			CLASSES:Magus=3
Fly.MOD				CLASSES:Magus=3
Gaseous Form.MOD			CLASSES:Magus=3
Haste.MOD				CLASSES:Magus=3
Hydraulic Torrent.MOD		CLASSES:Magus=3
Keen Edge.MOD			CLASSES:Magus=3
Lightning Bolt.MOD		CLASSES:Magus=3
Magic Weapon (Greater).MOD	CLASSES:Magus=3
Major Image.MOD			CLASSES:Magus=3
Phantom Steed.MOD			CLASSES:Magus=3
Sleet Storm.MOD			CLASSES:Magus=3
Slow.MOD				CLASSES:Magus=3
Stinking Cloud.MOD		CLASSES:Magus=3
Versatile Weapon.MOD		CLASSES:Magus=3
Water Breathing.MOD		CLASSES:Magus=3
Wind Wall.MOD			CLASSES:Magus=3

# 4th-Level Magus Spells
Ball Lightning.MOD		CLASSES:Magus=4
Beast Shape II.MOD		CLASSES:Magus=4
Black Tentacles.MOD		CLASSES:Magus=4
Detonate.MOD			CLASSES:Magus=4
Dimension Door.MOD		CLASSES:Magus=4
Dragon's Breath.MOD		CLASSES:Magus=4
Elemental Body I.MOD		CLASSES:Magus=4
Enlarge Person (Mass).MOD	CLASSES:Magus=4
Fire Shield.MOD			CLASSES:Magus=4
Firefall.MOD			CLASSES:Magus=4
Ice Storm.MOD			CLASSES:Magus=4
Invisibility (Greater).MOD	CLASSES:Magus=4
Phantasmal Killer.MOD		CLASSES:Magus=4
Reduce Person (Mass).MOD	CLASSES:Magus=4
River of Wind.MOD			CLASSES:Magus=4
Shout.MOD				CLASSES:Magus=4
Solid Fog.MOD			CLASSES:Magus=4
Stoneskin.MOD			CLASSES:Magus=4
Wall of Fire.MOD			CLASSES:Magus=4
Wall of Ice.MOD			CLASSES:Magus=4

# 5th-Level Magus Spells
Baleful Polymorph.MOD		CLASSES:Magus=5
Beast Shape III.MOD		CLASSES:Magus=5
Cloudkill.MOD			CLASSES:Magus=5
Cone of Cold.MOD			CLASSES:Magus=5
Elemental Body II.MOD		CLASSES:Magus=5
Fire Snake.MOD			CLASSES:Magus=5
Geyser.MOD				CLASSES:Magus=5
Interposing Hand.MOD		CLASSES:Magus=5
Overland Flight.MOD		CLASSES:Magus=5
Telekinesis.MOD			CLASSES:Magus=5
Teleport.MOD			CLASSES:Magus=5
Wall of Force.MOD			CLASSES:Magus=5
Wall of Stone.MOD			CLASSES:Magus=5

# 6th-Level Magus Spells
Acid Fog.MOD			CLASSES:Magus=6
Bear's Endurance (Mass).MOD	CLASSES:Magus=6
Beast Shape IV.MOD		CLASSES:Magus=6
Bull's Strength (Mass).MOD	CLASSES:Magus=6
Cat's Grace (Mass).MOD		CLASSES:Magus=6
Chain Lightning.MOD		CLASSES:Magus=6
Contagious Flame.MOD		CLASSES:Magus=6
Disintegrate.MOD			CLASSES:Magus=6
Dispel Magic (Greater).MOD	CLASSES:Magus=6
Elemental Body III.MOD		CLASSES:Magus=6
Flesh to Stone.MOD		CLASSES:Magus=6
Forceful Hand.MOD			CLASSES:Magus=6
Form of the Dragon I.MOD	CLASSES:Magus=6
Freezing Sphere.MOD		CLASSES:Magus=6
Mislead.MOD				CLASSES:Magus=6
Sirocco.MOD				CLASSES:Magus=6
Stone to Flesh.MOD		CLASSES:Magus=6
Transformation.MOD		CLASSES:Magus=6
True Seeing.MOD			CLASSES:Magus=6
Wall of Iron.MOD			CLASSES:Magus=6

#
# End
#
