# ENTRY DATE: 2015-01
# LST MONKEY: Stefan Radermacher
SOURCELONG:Divine Favor: The Cleric	SOURCESHORT:DFC	SOURCEWEB:http://www.koboldquarterly.com/kqstore/index.php?main_page=product_info&cPath=6&products_id=146	SOURCEDATE:2011-10

# Feat Name				Type
Acrobatic.MOD			TYPE:AsceticBonusFeat
Agile Maneuvers.MOD		TYPE:AsceticBonusFeat
Alertness.MOD			TYPE:AsceticBonusFeat
Athletic.MOD			TYPE:AsceticBonusFeat
Blind-Fight.MOD			TYPE:AsceticBonusFeat
Combat Casting.MOD		TYPE:AsceticBonusFeat
Combat Expertise.MOD		TYPE:AsceticBonusFeat
Combat Reflexes.MOD		TYPE:AsceticBonusFeat
Dodge.MOD				TYPE:AsceticBonusFeat
Defensive Combat Training.MOD	TYPE:AsceticBonusFeat
Diehard.MOD				TYPE:AsceticBonusFeat
Endurance.MOD			TYPE:AsceticBonusFeat
Fleet.MOD				TYPE:AsceticBonusFeat
Great Fortitude.MOD		TYPE:AsceticBonusFeat
Improved Initiative.MOD		TYPE:AsceticBonusFeat
Iron Will.MOD			TYPE:AsceticBonusFeat
Lightning Reflexes.MOD		TYPE:AsceticBonusFeat
Lunge.MOD				TYPE:AsceticBonusFeat
Nimble Moves.MOD			TYPE:AsceticBonusFeat
Run.MOD				TYPE:AsceticBonusFeat
Self-Sufficient.MOD		TYPE:AsceticBonusFeat
Skill Focus.MOD			TYPE:AsceticBonusFeat
Toughness.MOD			TYPE:AsceticBonusFeat

#
# End
#
