# CVS $Revision: 12254 $ $Author: jbaril $ -- Wed Feb 10 12:44:33 2010 -- reformated by prettylst.pl v1.39 (build 11450)
SOURCELONG:Adventurer Armory	SOURCESHORT:PFAA	SOURCEWEB:http://paizo.com/store/downloads/pathfinder/pathfinderChronicles/35E/v5748btpy84eo&source=search	SOURCEDATE:2008-08

# Weapon Name		Type

Hanbo			TYPE:Simple.Melee
Mere Club			TYPE:Simple.Melee

Scizone			TYPE:Martial.Melee
Switchblade Knife			TYPE:Martial.Melee
Terbutje			TYPE:Martial.Melee
Blade Boot		TYPE:Martial.Melee
Combat Scabbard			TYPE:Martial.Melee
#Dogslicer			TYPE:Martial.Melee
#War Razor			TYPE:Martial.Melee
#Klar						TYPE:Martial.Melee
#Earth Breaker		TYPE:Martial.Melee
#Horsechopper		TYPE:Martial.Melee
#Ogre Hook				TYPE:Martial.Melee

Maulaxe							TYPE:Exotic.Melee.Thrown
Pata								TYPE:Exotic.Melee
#Sawtooth Sabre			TYPE:Exotic.Melee
Chain Spear					TYPE:Exotic.Melee
#Aldori Dueling Sword	TYPE:Exotic.Melee
#Urumi									TYPE:Exotic.Melee
#Bladed Scarf					TYPE:Exotic.Melee
Shoanti Bola					TYPE:Exotic.Ranged

#
# End
#
