# CVS $Revision: 12957 $ $Author: jbaril $ -- Sun Jul  6 20:02:09 2014 -- reformated by prettylst.pl v1.51 (build 23662)
SOURCELONG:Advanced Class Guide	SOURCESHORT:ACG	SOURCEWEB:http://paizo.com/products/btpy92zi	SOURCEDATE:2014-08
# Original Entry by: Stefan Radermacher

##Block: Feats
Talented Magician			TYPE:General	PREMULT:2,[PREABILITY:1,CATEGORY=Special Ability,Rogue Talent ~ Major Magic],[PREABILITY:1,CATEGORY=Special Ability,Rogue Talent ~ Minor Magic]	DEFINE:TalentedMagicianTimes|0	STACK:YES	MULT:YES	CHOOSE:NOCHOICE	ASPECT:CheckType|Extra Uses per Day	ASPECT:CheckCount|%1|TalentedMagicianTimes	DESC:You gain an additional daily use of each of your minor magic and major magic rogue talents. You can take this feat multiple times.	BONUS:VAR|TalentedMagicianTimes|2	SOURCEPAGE:p.158
Twinned Feint			TYPE:Combat	PRESTAT:1,CHA=13	DESC:As a standard action, you can attempt to feint against a foe within your reach. If you succeed at the feint, you can make an additional feint attempt against a foe that is adjacent to the first one and also within reach. You can attempt only one additional feint per action with this feat. When you use this feat, you take a –2 penalty to your AC until your next turn. If you have the Improved Feint feat, you can use this feat as a move action instead.|!PREFEAT:1,Improved Feint	DESC:As a move action, you can attempt to feint against a foe within your reach. If you succeed at the feint, you can make an additional feint attempt against a foe that is adjacent to the first one and also within reach. You can attempt only one additional feint per action with this feat. When you use this feat, you take a –2 penalty to your AC until your next turn.|PREFEAT:1,Improved Feint 	SOURCEPAGE:p.158
Twist Away			TYPE:Combat	DESC:You must have Evasion or Improved Evasion to use this feat. While you are wearing light armor or no armor, if you are forced to attempt a Fortitude saving throw, you can use an immediate action to instead attempt a Reflex saving throw (at the same DC). If you succeed at this saving throw and the attack has a reduced effect on a successful save, you avoid the effect entirely. Whether the saving throw is successful or not, you are staggered until the end of your next turn.	SOURCEPAGE:p.158
Undersized Mount			TYPE:Combat	PRESKILL:1,Ride=1	DESC:You can ride a mount of your own size category, although encumbrance or other factors might limit how you can use this ability.	SOURCEPAGE:p.158
Unfettered Familiar			TYPE:General						PRECLASS:1,SPELLCASTER=5	DEFINE:UnfetteredFamiliarTimes|0	DEFINE:UnfetteredFamiliarRange|0	STACK:YES	MULT:YES	CHOOSE:NOCHOICE	ASPECT:CheckType|Uses per Day	ASPECT:CheckCount|%1|UnfetteredFamiliarTimes	DESC:%1 times per day, you can cast a touch spell without being in contact with your familiar and designate your familiar as the "toucher." You do not require line of sight to your familiar to use this ability, but you must be within 20 (+%2) feet of your familiar when you cast the spell, and if you can't see or hear your familiar, you must at least be able to speak with it. You may pick this feat multiple times. The range and uses per day increase each time you pick this feat.|UnfetteredFamiliarTimes|UnfetteredFamiliarRange	BONUS:VAR|UnfetteredFamiliarTimes|1	BONUS:VAR|UnfetteredFamiliarRange|10	SOURCEPAGE:p.158
Weapon of the Chosen	TYPE:Combat	PREFEAT:1,Weapon Focus	PRECLASS:1,SPELLCASTER.Divine=1	DESC:As a swift action, you can call upon your deity to guide an attack you make with your deity's favored weapon. On your next attack in that round with that weapon, your weapon counts as magical for the purpose of overcoming damage reduction or striking an incorporeal creature. If your attack misses because of concealment, you can reroll your miss chance one time to see whether you actually hit.	SOURCEPAGE:p.158
Winter's Strike			TYPE:Combat						PREFEAT:1,Vital Strike	PREMULT:1,[PREFEAT:1,Nature Magic],[PREMULT:2,[PRECLASS:1,SPELLCASTER=1],[PRECLASS:1,Ranger=4]],[PREMULT:2,[PRECLASS:1,SPELLCASTER=1],[PRECLASS:1,Druid=1]],[PREMULT:2,[PRECLASS:1,SPELLCASTER=1],[PRECLASS:1,Hunter=1]]																																																																																												PRESKILL:1,Knowledge (Nature)=5																																																																															ASPECT:CheckType|Uses per Day	ASPECT:CheckCount|%1|max(WIS,1)	DESC:%1 times per day, when you use Vital Strike (or Improved Vital Strike or Greater Vital Strike), your strike saps the strength of your opponent. The creature hit must succeed at a DC %2 Fortitude save or become fatigued for %3 rounds. You can choose to use this ability as a free action after you hit the target with the attack. This is a supernatural ability.|max(WIS,1)|CL/2+10+WIS|min(WIS,1)																																																																																																																																																					SOURCEPAGE:p.158
Wounded Paw Gambit			TYPE:Combat.Teamwork						PREFEAT:1,Broken Wing Gambit	PRESKILL:1,Bluff=5																																																																															DESC:Whenever you use Broken Wing Gambit and an opponent attacks you as a result, each ally who has this feat and is within 30 feet of that opponent can attempt a ranged attack against it as an immediate action. The ally's ranged weapon must be in hand, loaded, and ready to be fired or thrown in order to make this attack possible. An ally who has this feat and Broken Wing Gambit can instead use Broken Wing Gambit to attempt an attack of opportunity against the foe, but cannot attempt both that attack of opportunity and this ranged attack.																																																																																																																																																					SOURCEPAGE:p.158

#Talented Magician*
#Undersized Mount**

###Block: Modified Feats for Bloodrager Bloodlines
# Feat Name				Type
Blind-Fight.MOD			TYPE:DraconicBloodRagerBloodline.InfernalBloodRagerBloodline
Cleave.MOD				TYPE:AbyssalBloodRagerBloodline.DraconicBloodRagerBloodline.ElementalBloodRagerBloodline
Combat Reflexes.MOD		TYPE:AberrantBloodRagerBloodline.ArcaneBloodRagerBloodline.FeyBloodRagerBloodline.InfernalBloodRagerBloodline
Deceitful.MOD			TYPE:InfernalBloodRagerBloodline
Diehard.MOD				TYPE:DestinedBloodRagerBloodline.UndeadBloodRagerBloodline
Disruptive.MOD			TYPE:ArcaneBloodRagerBloodline
Dodge.MOD				TYPE:CelestialBloodRagerBloodline.ElementalBloodRagerBloodline.FeyBloodRagerBloodline.UndeadBloodRagerBloodline
Endurance.MOD			TYPE:DestinedBloodRagerBloodline.UndeadBloodRagerBloodline
Great Fortitude.MOD		TYPE:AberrantBloodRagerBloodline.AbyssalBloodRagerBloodline.DraconicBloodRagerBloodline.ElementalBloodRagerBloodline
Improved Bull Rush.MOD		TYPE:AbyssalBloodRagerBloodline
Improved Disarm.MOD		TYPE:AberrantBloodRagerBloodline.InfernalBloodRagerBloodline
Improved Grapple.MOD		TYPE:AberrantBloodRagerBloodline
Improved Initiative.MOD		TYPE:AberrantBloodRagerBloodline.ArcaneBloodRagerBloodline.CelestialBloodRagerBloodline.DestinedBloodRagerBloodline.DraconicBloodRagerBloodline.ElementalBloodRagerBloodline.FeyBloodRagerBloodline
Improved Sunder.MOD		TYPE:AbyssalBloodRagerBloodline.InfernalBloodRagerBloodline
Improved Unarmed Strike.MOD	TYPE:AberrantBloodRagerBloodline
Intimidating Prowess.MOD	TYPE:FeyBloodRagerBloodline.AbyssalBloodRagerBloodline.DestinedBloodRagerBloodline.InfernalBloodRagerBloodline.UndeadBloodRagerBloodline
Iron Will.MOD			TYPE:AberrantBloodRagerBloodline.ArcaneBloodRagerBloodline.CelestialBloodRagerBloodline.InfernalBloodRagerBloodline.UndeadBloodRagerBloodline
Leadership.MOD			TYPE:DestinedBloodRagerBloodline
Lightning Reflexes.MOD		TYPE:DestinedBloodRagerBloodline.ElementalBloodRagerBloodline.FeyBloodRagerBloodline
Mobility.MOD			TYPE:CelestialBloodRagerBloodline.FeyBloodRagerBloodline.UndeadBloodRagerBloodline
Mounted Combat.MOD		TYPE:CelestialBloodRagerBloodline
Power Attack.MOD			TYPE:AbyssalBloodRagerBloodline.ArcaneBloodRagerBloodline.DraconicBloodRagerBloodline.ElementalBloodRagerBloodline
Quick Draw.MOD			TYPE:ArcaneBloodRagerBloodline
Ride-By Attack.MOD		TYPE:CelestialBloodRagerBloodline
Spellbreaker.MOD			TYPE:ArcaneBloodRagerBloodline
Step Up.MOD				TYPE:FeyBloodRagerBloodline
Toughness.MOD			TYPE:AbyssalBloodRagerBloodline.DraconicBloodRagerBloodline.UndeadBloodRagerBloodline
Weapon Focus.MOD			TYPE:CelestialBloodRagerBloodline.DestinedBloodRagerBloodline.ElementalBloodRagerBloodline

#
# End
#
