# Original Entry by: AinvarG, June 19, 2010
SOURCELONG:The Book of Arcane Magic	SOURCESHORT:boam	SOURCEWEB:http://www.4windsfantasygaming.com


###Block: Mods
# Feat Name					Type
#Bestial Bloodline Bonus Feats:
Acrobatic.MOD				TYPE:BestialBloodline
Alertness.MOD				TYPE:BestialBloodline
Arcane Strike.MOD				TYPE:BestialBloodline
Blind-Fight.MOD				TYPE:BestialBloodline
Dodge.MOD					TYPE:BestialBloodline
Great Fortitude.MOD			TYPE:BestialBloodline
Improved Unarmed Strike.MOD		TYPE:BestialBloodline
Toughness.MOD				TYPE:BestialBloodline

#Divine Bloodline Bonus Feats:
Arcane Strike.MOD				TYPE:DivineBloodline
Augment Summoning.MOD			TYPE:DivineBloodline
Empower Spell.MOD				TYPE:DivineBloodline
Endurance.MOD				TYPE:DivineBloodline
Magical Aptitude.MOD			TYPE:DivineBloodline
Maximize Spell.MOD			TYPE:DivineBloodline
Persuasive.MOD				TYPE:DivineBloodline
Spell Focus.MOD				TYPE:DivineBloodline

#Feline Bloodline Bonus Feats:
Acrobatic.MOD				TYPE:FelineBloodline
Agile Maneuvers.MOD			TYPE:FelineBloodline
Animal Affinity.MOD			TYPE:FelineBloodline
Combat Reflexes.MOD			TYPE:FelineBloodline
Dodge.MOD					TYPE:FelineBloodline
Lightning Reflexes.MOD			TYPE:FelineBloodline
Persuasive.MOD				TYPE:FelineBloodline
Stealthy.MOD				TYPE:FelineBloodline

#Fiendish Bloodline Bonus Feats:
Alertness.MOD				TYPE:FiendishBloodline
Deceitful.MOD				TYPE:FiendishBloodline
Improved Initiative.MOD			TYPE:FiendishBloodline
Iron Will.MOD				TYPE:FiendishBloodline
Persuasive.MOD				TYPE:FiendishBloodline
Silent Spell.MOD				TYPE:FiendishBloodline
Stealthy.MOD				TYPE:FiendishBloodline

#Genie Bloodline Bonus Feats:
Arcane Strike.MOD				TYPE:GenieBloodline
Combat Casting.MOD			TYPE:GenieBloodline
Combat Reflexes.MOD			TYPE:GenieBloodline
Dodge.MOD					TYPE:GenieBloodline
Improved Initiative.MOD			TYPE:GenieBloodline
Mobility.MOD				TYPE:GenieBloodline
Quicken Spell.MOD				TYPE:GenieBloodline
Wind Stance.MOD				TYPE:GenieBloodline

#Lycanthropic Bloodline Bonus Feats:
Alertness.MOD				TYPE:LycanthropicBloodline
Dodge.MOD					TYPE:LycanthropicBloodline
Endurance.MOD				TYPE:LycanthropicBloodline
Improved Initiative.MOD			TYPE:LycanthropicBloodline
Iron Will.MOD				TYPE:LycanthropicBloodline
Run.MOD					TYPE:LycanthropicBloodline
Toughness.MOD				TYPE:LycanthropicBloodline
#Track.MOD					TYPE:LycanthropicBloodline

#Mixed Bloodline Bonus Feats:
Blind-Fight.MOD				TYPE:MixedBloodline
Combat Casting.MOD			TYPE:MixedBloodline
Diehard.MOD					TYPE:MixedBloodline
Dodge.MOD					TYPE:MixedBloodline
Empower Spell.MOD				TYPE:MixedBloodline
Iron Will.MOD				TYPE:MixedBloodline
Lightning Reflexes.MOD			TYPE:MixedBloodline
Power Attack.MOD				TYPE:MixedBloodline

#Monstrous Bloodline Bonus Feats:
Alertness.MOD				TYPE:MonstrousBloodline
Blind-Fight.MOD				TYPE:MonstrousBloodline
Combat Reflexes.MOD			TYPE:MonstrousBloodline
Dodge.MOD					TYPE:MonstrousBloodline
Endurance.MOD				TYPE:MonstrousBloodline
Great Fortitude.MOD			TYPE:MonstrousBloodline
Improved Unarmed Strike.MOD		TYPE:MonstrousBloodline
Intimidating Prowess.MOD		TYPE:MonstrousBloodline

#Nightmarish Bloodline Bonus Feats:
Alertness.MOD				TYPE:NightmarishBloodline
Blind-Fight.MOD				TYPE:NightmarishBloodline
Deceitful.MOD				TYPE:NightmarishBloodline
Enlarge Spell.MOD				TYPE:NightmarishBloodline
Extend Spell.MOD				TYPE:NightmarishBloodline
Iron Will.MOD				TYPE:NightmarishBloodline
Maximize Spell.MOD			TYPE:NightmarishBloodline
Silent Spell.MOD				TYPE:NightmarishBloodline

#Scaly Bloodline Bonus Feats:
Acrobatic.MOD				TYPE:ScalyBloodline
Agile Maneuvers.MOD			TYPE:ScalyBloodline
Alertness.MOD				TYPE:ScalyBloodline
Blind-Fight.MOD				TYPE:ScalyBloodline
Combat Reflexes.MOD			TYPE:ScalyBloodline
Deadly Aim.MOD				TYPE:ScalyBloodline
Quicken Spell.MOD				TYPE:ScalyBloodline
Silent Spell.MOD				TYPE:ScalyBloodline
