# CVS $Revision$ $Author$ -- Wed Feb 23 18:28:35 2011 -- reformated by prettylst.pl v1.39 (build 11455)
SOURCELONG:Eclipse - The Codex Persona	SOURCESHORT:Eclipse	SOURCEWEB:http://www.lulu.com/content/435647
#Original Entry: Andrew Maitland

#Dummy File
#Blasters		TYPE:Blasters
#Pistols		TYPE:Pistols
#SmallArms		TYPE:SmallArms
#Gunnery		TYPE:Gunnery
#Bioweapons		TYPE:Bioweapons
#Gases		TYPE:Gases




# -- light melee
# Weapon Name		Type
Dagger.MOD			TYPE:Blade
Dagger (Punching).MOD	TYPE:Blade

# Martial
# -- light
Sword (Short).MOD		TYPE:Blade

# 1-handers
Longsword.MOD		TYPE:Blade
Rapier.MOD			TYPE:Blade
Scimitar.MOD		TYPE:Blade

# 2-handers
Falchion.MOD		TYPE:Blade
Greatsword.MOD		TYPE:Blade
Sword (Bastard).MOD	TYPE:Blade

Sword (Two-Bladed).MOD	TYPE:Blade
