# CVS $Revision: 12957 $ $Author: jbaril $ -- Wed Nov 20 09:39:02 2013 -- reformated by prettylst.pl v1.50 (build 21703)
SOURCELONG:Advanced Class Guide Playtest	SOURCESHORT:ACGP	SOURCEWEB:http://paizo.com/products/btpy92zi	SOURCEDATE:2013-11
# Original Entry by: Stefan Radermacher

###Block: Modified Feats for Bloodrager Bloodlines
# Feat Name				Type
Blind-Fight.MOD			TYPE:DraconicBloodRagerBloodline.InfernalBloodRagerBloodline
Cleave.MOD				TYPE:AbyssalBloodRagerBloodline.DraconicBloodRagerBloodline.ElementalBloodRagerBloodline
Combat Reflexes.MOD		TYPE:AberrantBloodRagerBloodline.ArcaneBloodRagerBloodline.FeyBloodRagerBloodline.InfernalBloodRagerBloodline
Deceitful.MOD			TYPE:InfernalBloodRagerBloodline
Diehard.MOD				TYPE:DestinedBloodRagerBloodline.UndeadBloodRagerBloodline
Disruptive.MOD			TYPE:ArcaneBloodRagerBloodline
Dodge.MOD				TYPE:CelestialBloodRagerBloodline.ElementalBloodRagerBloodline.FeyBloodRagerBloodline.UndeadBloodRagerBloodline
Endurance.MOD			TYPE:DestinedBloodRagerBloodline.UndeadBloodRagerBloodline
Great Fortitude.MOD		TYPE:AberrantBloodRagerBloodline.AbyssalBloodRagerBloodline.DraconicBloodRagerBloodline.ElementalBloodRagerBloodline
Improved Bull Rush.MOD		TYPE:AbyssalBloodRagerBloodline
Improved Disarm.MOD		TYPE:AberrantBloodRagerBloodline.InfernalBloodRagerBloodline
Improved Grapple.MOD		TYPE:AberrantBloodRagerBloodline
Improved Initiative.MOD		TYPE:AberrantBloodRagerBloodline.ArcaneBloodRagerBloodline.CelestialBloodRagerBloodline.DestinedBloodRagerBloodline.DraconicBloodRagerBloodline.ElementalBloodRagerBloodline.FeyBloodRagerBloodline
Improved Sunder.MOD		TYPE:AbyssalBloodRagerBloodline.InfernalBloodRagerBloodline
Improved Unarmed Strike.MOD	TYPE:AberrantBloodRagerBloodline
Intimidating Prowess.MOD	TYPE:FeyBloodRagerBloodline.AbyssalBloodRagerBloodline.DestinedBloodRagerBloodline.InfernalBloodRagerBloodline.UndeadBloodRagerBloodline
Iron Will.MOD			TYPE:AberrantBloodRagerBloodline.ArcaneBloodRagerBloodline.CelestialBloodRagerBloodline.InfernalBloodRagerBloodline.UndeadBloodRagerBloodline
Leadership.MOD			TYPE:DestinedBloodRagerBloodline
Lightning Reflexes.MOD		TYPE:DestinedBloodRagerBloodline.ElementalBloodRagerBloodline.FeyBloodRagerBloodline
Mobility.MOD			TYPE:CelestialBloodRagerBloodline.FeyBloodRagerBloodline.UndeadBloodRagerBloodline
Mounted Combat.MOD		TYPE:CelestialBloodRagerBloodline
Power Attack.MOD			TYPE:AbyssalBloodRagerBloodline.ArcaneBloodRagerBloodline.DraconicBloodRagerBloodline.ElementalBloodRagerBloodline
Quick Draw.MOD			TYPE:ArcaneBloodRagerBloodline
Ride-By Attack.MOD		TYPE:CelestialBloodRagerBloodline
Spellbreaker.MOD			TYPE:ArcaneBloodRagerBloodline
Step Up.MOD				TYPE:FeyBloodRagerBloodline
Toughness.MOD			TYPE:AbyssalBloodRagerBloodline.DraconicBloodRagerBloodline.UndeadBloodRagerBloodline
Weapon Focus.MOD			TYPE:CelestialBloodRagerBloodline.DestinedBloodRagerBloodline.ElementalBloodRagerBloodline

#
# End
#
