# CVS $Revision: $ $Author: $ -- Tue Feb 22 15:59:54 2005 -- reformated by prettylst.pl v1.34 (build 455)
SOURCELONG:Legends of the Samurai - Bushido Handbook|SOURCESHORT:LoS-B|SOURCEWEB:http://www.rpgobjects.com/index.php?page=pro&product_id=66

# Feat Name				Type
Agile.MOD				TYPE:Outcast
Alertness.MOD			TYPE:Outcast
Deceitful.MOD			TYPE:Outcast.Noble
Diligent.MOD			TYPE:Noble
Educated.MOD			TYPE:Noble
Mounted Combat.MOD		TYPE:Noble
Negotiator.MOD			TYPE:Noble
Nimble Fingers.MOD		TYPE:Outcast
Persuasive.MOD			TYPE:Noble
Skill Focus.MOD			TYPE:Noble
Stealthy.MOD			TYPE:Outcast
Weapon Focus.MOD			TYPE:Noble
Weapon Proficiency (Bows).MOD	TYPE:Noble
